time,device_id,lat,lon,speed,event_time
2021-10-23 12:32:21.472558+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:32:16+00:00
2021-10-23 12:32:23.090789+00:00,24809,18.98970603942871,77.75823211669922,0,2021-10-23 12:32:19+00:00
2021-10-23 12:32:26.568464+00:00,24809,18.98970603942871,77.75823211669922,0,2021-10-23 12:32:23+00:00
2021-10-23 12:32:34.192114+00:00,6888,19.73868560791016,76.18257141113281,9,2021-10-23 12:32:30+00:00
2021-10-23 12:32:34.590085+00:00,24809,18.98970603942871,77.75823211669922,0,2021-10-23 12:32:29+00:00
2021-10-23 12:32:40.572659+00:00,6888,19.73867416381836,76.18250274658203,4,2021-10-23 12:32:36+00:00
2021-10-23 12:32:43.882383+00:00,6888,19.73870658874512,76.18245697021484,3,2021-10-23 12:32:40+00:00
2021-10-23 12:33:15.407187+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:33:10+00:00
2021-10-23 12:33:16.973656+00:00,24809,18.989822387695312,77.75840759277344,9,2021-10-23 12:33:14+00:00
2021-10-23 12:33:19.179133+00:00,24809,18.989850997924805,77.75845336914062,9,2021-10-23 12:33:16+00:00
2021-10-23 12:33:22.909895+00:00,25029,27.88318252563477,76.25437927246094,31,2021-10-23 12:33:19+00:00
2021-10-23 12:33:24.383218+00:00,24809,18.98991584777832,77.75852966308594,8,2021-10-23 12:33:20+00:00
2021-10-23 12:33:24.990167+00:00,25029,27.883155822753903,76.25420379638672,28,2021-10-23 12:33:21+00:00
2021-10-23 12:33:25.867146+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:33:21+00:00
2021-10-23 12:33:30.698706+00:00,25029,27.88309097290039,76.25407409667969,26,2021-10-23 12:33:23+00:00
2021-10-23 12:33:32.305590+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:33:27+00:00
2021-10-23 12:33:35.474625+00:00,6888,19.73886108398437,76.18199157714844,3,2021-10-23 12:33:32+00:00
2021-10-23 12:33:37.604508+00:00,6888,19.73885726928711,76.18201446533203,4,2021-10-23 12:33:34+00:00
2021-10-23 12:33:38.894538+00:00,25029,27.88280296325684,76.25385284423828,8,2021-10-23 12:33:33+00:00
2021-10-23 12:33:42.075462+00:00,6888,19.738859176635746,76.18203735351562,4,2021-10-23 12:33:36+00:00
2021-10-23 12:33:42.514041+00:00,25029,27.882741928100582,76.25374603271484,8,2021-10-23 12:33:39+00:00
2021-10-23 12:33:44.200888+00:00,25029,27.882736206054688,76.25369262695312,10,2021-10-23 12:33:41+00:00
2021-10-23 12:33:51.316742+00:00,25029,27.88277053833008,76.25348663330078,10,2021-10-23 12:33:48+00:00
2021-10-23 12:33:57.005468+00:00,25029,27.882801055908203,76.25332641601562,10,2021-10-23 12:33:54+00:00
2021-10-23 12:34:04.926324+00:00,24809,18.99056434631348,77.75885009765625,7,2021-10-23 12:34:01+00:00
2021-10-23 12:34:07.305432+00:00,25029,27.882837295532227,76.25313568115234,15,2021-10-23 12:34:00+00:00
2021-10-23 12:34:08.012406+00:00,24809,18.9905948638916,77.75883483886719,6,2021-10-23 12:34:03+00:00
2021-10-23 12:34:08.996867+00:00,25029,27.882871627807617,76.25293731689453,5,2021-10-23 12:34:06+00:00
2021-10-23 12:34:13.425790+00:00,24809,18.99063491821289,77.7588119506836,0,2021-10-23 12:34:09+00:00
2021-10-23 12:34:14.900718+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:34:11+00:00
2021-10-23 12:34:16.695375+00:00,25029,27.882890701293945,76.25283813476562,9,2021-10-23 12:34:12+00:00
2021-10-23 12:34:21.101267+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:34:18+00:00
2021-10-23 12:34:31.001066+00:00,25029,27.882944107055664,76.25260162353516,17,2021-10-23 12:34:18+00:00
2021-10-23 12:34:32.492922+00:00,25029,27.88300323486328,76.25181579589844,17,2021-10-23 12:34:30+00:00
2021-10-23 12:34:39.022743+00:00,25029,27.883033752441406,76.25162506103516,12,2021-10-23 12:34:36+00:00
2021-10-23 12:34:44.508520+00:00,6888,19.738603591918945,76.1826400756836,14,2021-10-23 12:34:33+00:00
2021-10-23 12:34:45.733167+00:00,25029,27.88302421569824,76.25130462646484,24,2021-10-23 12:34:42+00:00
2021-10-23 12:34:47.416966+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:34:42+00:00
2021-10-23 12:34:48.522204+00:00,6888,19.738645553588867,76.1826171875,0,2021-10-23 12:34:43+00:00
2021-10-23 12:34:51.515012+00:00,6888,19.73866271972656,76.18256378173828,0,2021-10-23 12:34:47+00:00
2021-10-23 12:34:51.555970+00:00,25029,27.88304710388184,76.25082397460938,33,2021-10-23 12:34:48+00:00
2021-10-23 12:34:53.232408+00:00,24809,18.99063491821289,77.7588119506836,0,2021-10-23 12:34:49+00:00
2021-10-23 12:34:55.605870+00:00,24809,18.99063491821289,77.7588119506836,0,2021-10-23 12:34:51+00:00
2021-10-23 12:34:56.837872+00:00,25029,27.883129119873047,76.25020599365234,38,2021-10-23 12:34:54+00:00
2021-10-23 12:35:01.511736+00:00,24809,18.99063491821289,77.7588119506836,0,2021-10-23 12:34:57+00:00
2021-10-23 12:35:13.231582+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:35:09+00:00
2021-10-23 12:35:17.089931+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:35:14+00:00
2021-10-23 12:35:31.376075+00:00,25029,27.88340377807617,76.24762725830078,23,2021-10-23 12:35:25+00:00
2021-10-23 12:35:32.191245+00:00,6888,19.738889694213867,76.1820297241211,5,2021-10-23 12:35:28+00:00
2021-10-23 12:35:34.385874+00:00,25029,27.883380889892575,76.24739074707031,21,2021-10-23 12:35:29+00:00
2021-10-23 12:35:38.976750+00:00,6888,19.73889923095703,76.1820068359375,5,2021-10-23 12:35:30+00:00
2021-10-23 12:35:38.483957+00:00,25029,27.88331413269043,76.24695587158203,28,2021-10-23 12:35:35+00:00
2021-10-23 12:35:41.083594+00:00,24809,18.990684509277344,77.75878143310547,0,2021-10-23 12:35:38+00:00
2021-10-23 12:35:43.419106+00:00,24809,18.990684509277344,77.75878143310547,0,2021-10-23 12:35:40+00:00
2021-10-23 12:35:44.323812+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:35:41+00:00
2021-10-23 12:35:49.283608+00:00,25029,27.88322257995605,76.24642181396484,35,2021-10-23 12:35:41+00:00
2021-10-23 12:35:49.698725+00:00,24809,18.990657806396484,77.75881958007812,0,2021-10-23 12:35:46+00:00
2021-10-23 12:35:51.585392+00:00,6888,19.7388916015625,76.18191528320312,0,2021-10-23 12:35:46+00:00
2021-10-23 12:36:14.962439+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:36:11+00:00
2021-10-23 12:36:14.999423+00:00,6888,19.73875999450684,76.18228912353516,12,2021-10-23 12:36:10+00:00
2021-10-23 12:36:19.207257+00:00,6888,19.73872756958008,76.18233489990234,6,2021-10-23 12:36:14+00:00
2021-10-23 12:36:21.862061+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:36:19+00:00
2021-10-23 12:36:25.676638+00:00,25029,27.882930755615234,76.24396514892578,23,2021-10-23 12:36:21+00:00
2021-10-23 12:36:27.754143+00:00,20984,21.61501693725586,78.43660736083984,0,2021-10-23 12:36:24+00:00
2021-10-23 12:36:27.996370+00:00,25029,27.882909774780277,76.24381256103516,27,2021-10-23 12:36:23+00:00
2021-10-23 12:36:32.898047+00:00,25029,27.88284683227539,76.24332427978516,27,2021-10-23 12:36:29+00:00
2021-10-23 12:36:36.679760+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:36:32+00:00
2021-10-23 12:36:39.045098+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:36:36+00:00
2021-10-23 12:36:38.674666+00:00,25029,27.88277816772461,76.2427978515625,32,2021-10-23 12:36:35+00:00
2021-10-23 12:36:41.250474+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:36:38+00:00
2021-10-23 12:36:45.079478+00:00,25029,27.882719039916992,76.2423095703125,22,2021-10-23 12:36:41+00:00
2021-10-23 12:36:50.570582+00:00,25029,27.88269424438477,76.24211120605469,11,2021-10-23 12:36:47+00:00
2021-10-23 12:36:53.182409+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:36:49+00:00
2021-10-23 12:36:56.566799+00:00,25029,27.88260841369629,76.2418441772461,23,2021-10-23 12:36:53+00:00
2021-10-23 12:37:02.580361+00:00,25029,27.882354736328125,76.2414779663086,31,2021-10-23 12:36:59+00:00
2021-10-23 12:37:08.279921+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:37:04+00:00
2021-10-23 12:37:08.667359+00:00,6888,19.738676071166992,76.18235778808594,4,2021-10-23 12:37:03+00:00
2021-10-23 12:37:09.286573+00:00,25029,27.88194274902344,76.24101257324219,33,2021-10-23 12:37:06+00:00
2021-10-23 12:37:11.299305+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:37:06+00:00
2021-10-23 12:37:11.917280+00:00,6888,19.73870086669922,76.18231201171875,5,2021-10-23 12:37:07+00:00
2021-10-23 12:37:14.579143+00:00,6888,19.73870849609375,76.18228912353516,5,2021-10-23 12:37:09+00:00
2021-10-23 12:37:15.281320+00:00,25029,27.881668090820312,76.24070739746094,27,2021-10-23 12:37:12+00:00
2021-10-23 12:37:18.884647+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:37:12+00:00
2021-10-23 12:37:21.606711+00:00,25029,27.881502151489254,76.24051666259766,4,2021-10-23 12:37:18+00:00
2021-10-23 12:37:22.578548+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:37:18+00:00
2021-10-23 12:37:38.871112+00:00,6888,19.73884391784668,76.1820068359375,5,2021-10-23 12:37:33+00:00
2021-10-23 12:37:41.884070+00:00,6888,19.738866806030277,76.18196105957031,4,2021-10-23 12:37:37+00:00
2021-10-23 12:37:46.356104+00:00,6888,19.738903045654297,76.18193817138672,4,2021-10-23 12:37:41+00:00
2021-10-23 12:37:47.373446+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:37:44+00:00
2021-10-23 12:37:49.593321+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:37:46+00:00
2021-10-23 12:37:50.786836+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:37:46+00:00
2021-10-23 12:37:56.184727+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:37:51+00:00
2021-10-23 12:38:07.263921+00:00,25029,27.88164710998535,76.23922729492188,19,2021-10-23 12:38:02+00:00
2021-10-23 12:38:09.762566+00:00,25029,27.881702423095703,76.23907470703125,7,2021-10-23 12:38:06+00:00
2021-10-23 12:38:15.159881+00:00,25029,27.881765365600582,76.23892974853516,14,2021-10-23 12:38:12+00:00
2021-10-23 12:38:21.511273+00:00,25029,27.88188743591309,76.23863220214844,23,2021-10-23 12:38:18+00:00
2021-10-23 12:38:27.362225+00:00,25029,27.882043838500977,76.2382583618164,25,2021-10-23 12:38:24+00:00
2021-10-23 12:38:27.770604+00:00,6888,19.73870277404785,76.18240356445312,6,2021-10-23 12:38:22+00:00
2021-10-23 12:38:29.881959+00:00,6888,19.738679885864254,76.18245697021484,5,2021-10-23 12:38:26+00:00
2021-10-23 12:38:30.265832+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:38:26+00:00
2021-10-23 12:38:32.973783+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:38:28+00:00
2021-10-23 12:38:33.280011+00:00,25029,27.88216781616211,76.23790740966797,19,2021-10-23 12:38:30+00:00
2021-10-23 12:38:35.979292+00:00,6888,19.738658905029297,76.18251037597656,4,2021-10-23 12:38:30+00:00
2021-10-23 12:38:37.356980+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:38:34+00:00
2021-10-23 12:38:39.277886+00:00,25029,27.88227081298828,76.237548828125,18,2021-10-23 12:38:36+00:00
2021-10-23 12:38:46.481423+00:00,25029,27.88237571716309,76.23723602294922,22,2021-10-23 12:38:42+00:00
2021-10-23 12:38:51.473368+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:38:45+00:00
2021-10-23 12:38:52.667001+00:00,25029,27.882463455200195,76.2369155883789,14,2021-10-23 12:38:48+00:00
2021-10-23 12:38:57.473080+00:00,25029,27.882551193237305,76.23661804199219,21,2021-10-23 12:38:54+00:00
2021-10-23 12:39:02.952260+00:00,25029,27.88265609741211,76.23617553710938,31,2021-10-23 12:39:00+00:00
2021-10-23 12:39:09.055613+00:00,25029,27.882747650146484,76.23563385009766,32,2021-10-23 12:39:06+00:00
2021-10-23 12:39:14.490219+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:39:10+00:00
2021-10-23 12:39:14.853328+00:00,25029,27.8828067779541,76.2350845336914,31,2021-10-23 12:39:12+00:00
2021-10-23 12:39:16.698812+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:39:12+00:00
2021-10-23 12:39:18.374850+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:39:15+00:00
2021-10-23 12:39:21.565752+00:00,25029,27.882827758789062,76.23458099365234,31,2021-10-23 12:39:18+00:00
2021-10-23 12:39:22.190576+00:00,6888,19.73871612548828,76.18220520019531,4,2021-10-23 12:39:16+00:00
2021-10-23 12:39:26.284200+00:00,6888,19.738752365112305,76.18214416503906,5,2021-10-23 12:39:22+00:00
2021-10-23 12:39:26.981724+00:00,25029,27.882835388183597,76.23401641845703,34,2021-10-23 12:39:24+00:00
2021-10-23 12:39:28.554413+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:39:22+00:00
2021-10-23 12:39:29.588783+00:00,6888,19.73876571655273,76.18212127685547,5,2021-10-23 12:39:24+00:00
2021-10-23 12:39:33.087965+00:00,25029,27.882797241210938,76.23342895507812,33,2021-10-23 12:39:30+00:00
2021-10-23 12:39:38.872725+00:00,25029,27.882732391357425,76.23294830322266,22,2021-10-23 12:39:36+00:00
2021-10-23 12:39:44.479125+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:39:40+00:00
2021-10-23 12:39:44.783332+00:00,25029,27.882692337036133,76.23277282714844,7,2021-10-23 12:39:42+00:00
2021-10-23 12:39:50.167568+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:39:47+00:00
2021-10-23 12:39:51.080843+00:00,25029,27.882646560668945,76.2325668334961,18,2021-10-23 12:39:48+00:00
2021-10-23 12:39:56.186678+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:39:51+00:00
2021-10-23 12:39:57.118659+00:00,25029,27.88260269165039,76.23219299316406,22,2021-10-23 12:39:54+00:00
2021-10-23 12:40:10.165560+00:00,25029,27.88261985778809,76.23176574707031,20,2021-10-23 12:40:06+00:00
2021-10-23 12:40:14.923176+00:00,6888,19.73863983154297,76.18218994140625,6,2021-10-23 12:40:10+00:00
2021-10-23 12:40:14.987603+00:00,25029,27.88266372680664,76.2313461303711,26,2021-10-23 12:40:12+00:00
2021-10-23 12:40:19.397276+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:40:14+00:00
2021-10-23 12:40:20.470612+00:00,6888,19.73860740661621,76.18223571777344,6,2021-10-23 12:40:14+00:00
2021-10-23 12:40:21.284680+00:00,25029,27.88268280029297,76.23086547851562,27,2021-10-23 12:40:18+00:00
2021-10-23 12:40:22.817348+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:40:18+00:00
2021-10-23 12:40:25.182269+00:00,24809,18.990562438964844,77.75885772705078,0,2021-10-23 12:40:20+00:00
2021-10-23 12:40:25.978310+00:00,6888,19.73856735229492,76.18229675292969,4,2021-10-23 12:40:20+00:00
2021-10-23 12:40:28.795809+00:00,25029,27.88265991210937,76.23033142089844,33,2021-10-23 12:40:24+00:00
2021-10-23 12:40:34.277637+00:00,25029,27.88262939453125,76.2297134399414,30,2021-10-23 12:40:31+00:00
2021-10-23 12:40:39.064524+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:40:34+00:00
2021-10-23 12:40:39.883746+00:00,25029,27.882732391357425,76.22920227050781,31,2021-10-23 12:40:37+00:00
2021-10-23 12:40:45.691388+00:00,25029,27.88290405273437,76.22876739501953,23,2021-10-23 12:40:43+00:00
2021-10-23 12:40:47.854752+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:40:44+00:00
2021-10-23 12:40:51.790795+00:00,25029,27.88302230834961,76.22847747802734,13,2021-10-23 12:40:48+00:00
2021-10-23 12:40:54.596760+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:40:50+00:00
2021-10-23 12:40:57.357710+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:40:52+00:00
2021-10-23 12:40:57.656842+00:00,25029,27.883060455322266,76.2283706665039,6,2021-10-23 12:40:54+00:00
2021-10-23 12:41:03.895218+00:00,25029,27.883153915405277,76.22817993164062,16,2021-10-23 12:41:00+00:00
2021-10-23 12:41:05.887210+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:41:02+00:00
2021-10-23 12:41:10.024547+00:00,25029,27.883283615112305,76.22783660888672,27,2021-10-23 12:41:06+00:00
2021-10-23 12:41:11.183050+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:41:04+00:00
2021-10-23 12:41:11.776840+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:41:06+00:00
2021-10-23 12:41:15.998223+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:41:13+00:00
2021-10-23 12:41:15.594533+00:00,25029,27.88343811035156,76.22740173339844,25,2021-10-23 12:41:12+00:00
2021-10-23 12:41:18.864986+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:41:14+00:00
2021-10-23 12:41:21.606641+00:00,25029,27.8835506439209,76.2270278930664,20,2021-10-23 12:41:18+00:00
2021-10-23 12:41:27.675719+00:00,25029,27.883617401123047,76.22675323486328,20,2021-10-23 12:41:24+00:00
2021-10-23 12:41:33.659930+00:00,25029,27.883712768554688,76.22631072998047,30,2021-10-23 12:41:30+00:00
2021-10-23 12:41:39.948927+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:41:34+00:00
2021-10-23 12:41:40.268983+00:00,25029,27.88377952575684,76.22581481933594,27,2021-10-23 12:41:36+00:00
2021-10-23 12:41:44.471339+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:41:41+00:00
2021-10-23 12:41:44.898489+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:41:40+00:00
2021-10-23 12:41:46.266086+00:00,25029,27.88377571105957,76.22541809082031,16,2021-10-23 12:41:42+00:00
2021-10-23 12:41:52.461226+00:00,25029,27.88371086120605,76.22521209716797,16,2021-10-23 12:41:48+00:00
2021-10-23 12:41:55.668649+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:41:52+00:00
2021-10-23 12:41:57.487461+00:00,25029,27.88355827331543,76.22486877441406,27,2021-10-23 12:41:54+00:00
2021-10-23 12:41:59.193414+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:41:53+00:00
2021-10-23 12:42:00.597221+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:41:56+00:00
2021-10-23 12:42:02.773568+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:41:58+00:00
2021-10-23 12:42:03.498676+00:00,25029,27.88339233398437,76.22441864013672,28,2021-10-23 12:42:00+00:00
2021-10-23 12:42:09.782712+00:00,25029,27.88340759277344,76.22391510009766,28,2021-10-23 12:42:06+00:00
2021-10-23 12:42:12.169114+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:42:07+00:00
2021-10-23 12:42:15.686882+00:00,25029,27.88348388671875,76.22349548339844,23,2021-10-23 12:42:12+00:00
2021-10-23 12:42:20.855551+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:42:18+00:00
2021-10-23 12:42:21.960196+00:00,25029,27.88363647460937,76.22308349609375,27,2021-10-23 12:42:18+00:00
2021-10-23 12:42:26.550708+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:42:22+00:00
2021-10-23 12:42:27.975596+00:00,25029,27.883811950683597,76.22268676757812,25,2021-10-23 12:42:24+00:00
2021-10-23 12:42:29.359071+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:42:24+00:00
2021-10-23 12:42:33.358230+00:00,25029,27.883953094482425,76.22232818603516,23,2021-10-23 12:42:30+00:00
2021-10-23 12:42:39.674357+00:00,25029,27.88405418395996,76.22189331054688,24,2021-10-23 12:42:36+00:00
2021-10-23 12:42:41.561562+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:42:35+00:00
2021-10-23 12:42:45.781043+00:00,25029,27.88412475585937,76.22150421142578,29,2021-10-23 12:42:42+00:00
2021-10-23 12:42:52.278684+00:00,25029,27.88421058654785,76.22098541259766,31,2021-10-23 12:42:48+00:00
2021-10-23 12:42:54.077836+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:42:51+00:00
2021-10-23 12:42:55.715116+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:42:50+00:00
2021-10-23 12:42:56.158957+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:42:53+00:00
2021-10-23 12:42:58.418038+00:00,25029,27.88424491882324,76.22051239013672,24,2021-10-23 12:42:54+00:00
2021-10-23 12:43:01.394055+00:00,24809,18.99051094055176,77.75881958007812,0,2021-10-23 12:42:57+00:00
2021-10-23 12:43:04.084633+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:42:58+00:00
2021-10-23 12:43:03.482974+00:00,25029,27.884180068969727,76.2202377319336,16,2021-10-23 12:43:00+00:00
2021-10-23 12:43:05.181861+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:43:00+00:00
2021-10-23 12:43:08.179533+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:43:02+00:00
2021-10-23 12:43:09.788305+00:00,25029,27.88389205932617,76.2200927734375,21,2021-10-23 12:43:06+00:00
2021-10-23 12:43:15.286485+00:00,25029,27.883686065673828,76.2199935913086,8,2021-10-23 12:43:12+00:00
2021-10-23 12:43:19.581799+00:00,20984,21.61504364013672,78.43669891357422,0,2021-10-23 12:43:16+00:00
2021-10-23 12:43:22.068826+00:00,6888,19.738544464111328,76.1825942993164,0,2021-10-23 12:43:14+00:00
2021-10-23 12:43:21.391210+00:00,25029,27.883525848388672,76.21995544433594,12,2021-10-23 12:43:18+00:00
2021-10-23 12:43:22.269355+00:00,6888,19.73855400085449,76.1825180053711,4,2021-10-23 12:43:16+00:00
2021-10-23 12:43:27.383929+00:00,25029,27.883413314819336,76.21992492675781,4,2021-10-23 12:43:24+00:00
2021-10-23 12:43:33.102114+00:00,25029,27.883310317993164,76.21988677978516,9,2021-10-23 12:43:30+00:00
2021-10-23 12:43:39.675480+00:00,25029,27.883153915405277,76.21981048583984,12,2021-10-23 12:43:36+00:00
2021-10-23 12:43:45.387954+00:00,25029,27.882944107055664,76.2197265625,14,2021-10-23 12:43:42+00:00
